what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.compatibility,3.0.0.v20080619-1900,org.eclipse.mylyn.compatibility,1232024606718
started,bundle,org.eclipse.mylyn.context.core,3.0.0.v20080619-1900,org.eclipse.mylyn.context.core,1232024606734
started,bundle,org.eclipse.mylyn.context.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.context.ui,1232024606734
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.tasks.ui,1232024606750
started,bundle,org.eclipse.mylyn.team.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.team.ui,1232024606750
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.1.v200807031821,org.eclipse.wst.common.project.facet.core,1232024606765
started,bundle,com.soyatec.additional,2.6.0.20080627,com.soyatec.additional,1232024606765
started,bundle,com.soyatec.core,2.6.0.20080627,com.soyatec.core,1232024606781
started,bundle,com.soyatec.diagrams,2.6.0.20080627,com.soyatec.diagrams,1232024606812
started,bundle,com.soyatec.model,2.6.0.20080627,com.soyatec.model,1232024606843
started,bundle,org.eclipse.uml2.common,1.4.0.v200805131030,org.eclipse.uml2.common,1232024606843
started,bundle,org.eclipse.uml2.common.edit,1.4.0.v200805131030,org.eclipse.uml2.common.edit,1232024606843
started,bundle,org.eclipse.uml2.uml,2.2.1.v200808251630,org.eclipse.uml2.uml,1232024606875
started,bundle,org.eclipse.uml2.uml.edit,2.2.0.v200805131030,org.eclipse.uml2.uml.edit,1232024606890
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.monitor.ui,1232024607031
started,bundle,org.eclipse.jsch.core,1.1.100.I20080604,org.eclipse.jsch.core,1232024608031
started,bundle,org.eclipse.team.cvs.core,3.3.100.I20080605,org.eclipse.team.cvs.core,1232024608046
started,bundle,org.eclipse.team.ui,3.4.0.I20080604,org.eclipse.team.ui,1232024608093
started,bundle,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console,1232024608156
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1232024608390
started,bundle,org.eclipse.jst.common.project.facet.core,1.3.1.v200807031821,org.eclipse.jst.common.project.facet.core,1232024608531
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232024609906
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232024662437
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232024677437
started,bundle,org.tigris.subversion.clientadapter,1.5.1,org.tigris.subversion.clientadapter,1232024677609
