what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017241828
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017249921
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017253671
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017253671
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017253750
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017263515
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017281625
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017291078
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232017299265
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232017333828
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232017438359
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017455500
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017456265
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232017458625
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017460828
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017460828
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017461203
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017463109
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017463187
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017463187
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017463281
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017468187
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017479093
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017492500
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017500156
