what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232025859281
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232025864671
closed,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232025865234
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.0.v20080619-1900,org.eclipse.mylyn.ide.ant,1232025865718
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1232025865718
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1232025865734
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.5.205.v200805140145,org.eclipse.jst.server.generic.jboss,1232025865750
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,org.eclipse.jst.server.generic.jonas,1232025865750
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.205.v200805140145,org.eclipse.jst.server.generic.oc4j,1232025865765
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,org.eclipse.jst.server.websphere.core,1232025865781
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.305.v200805140145,org.eclipse.jst.server.generic.ui,1232025865781
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.305.v200805140145,org.eclipse.jst.server.generic.core,1232025865796
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.0.6.v200805152355,org.eclipse.datatools.connectivity.oda.template.ui,1232025865796
stopped,bundle,com.soyatec.edepend,3.2.0.20080627,com.soyatec.edepend,1232025865796
stopped,bundle,com.soyatec.project.diagram,1.5.0.20080627,com.soyatec.project.diagram,1232025865812
stopped,bundle,com.soyatec.project,1.5.0.20080627,com.soyatec.project,1232025865812
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080730_r341,org.eclipse.pde.api.tools.ui,1232025865828
stopped,bundle,com.soyatec.database,2.0.0.20080627,com.soyatec.database,1232025865828
stopped,bundle,com.soyatec.eemf,3.2.0.20080627,com.soyatec.eemf,1232025865828
stopped,bundle,com.soyatec.euml2,3.2.0.20080627,com.soyatec.euml2,1232025865828
stopped,bundle,com.soyatec.additional,2.6.0.20080627,com.soyatec.additional,1232025865828
stopped,bundle,com.soyatec.core,2.6.0.20080627,com.soyatec.core,1232025865828
stopped,bundle,org.eclipse.pde.runtime,3.4.0.v20080723-1000,org.eclipse.pde.runtime,1232025865843
stopped,bundle,org.eclipse.pde.ui.templates,3.4.0.v20080514-1500,org.eclipse.pde.ui.templates,1232025865859
stopped,bundle,org.eclipse.pde.ui,3.4.0.v20080803-1700,org.eclipse.pde.ui,1232025865859
