what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1232068113703
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232068121828
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232068121953
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232068123890
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1232068132218
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232068134171
closed,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232068134171
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1232068137375
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232068141015
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232068149640
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232068150281
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232068159625
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232068167359
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232068176656
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232068192281
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232068197109
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232068207015
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232068212984
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232068214093
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1232068221578
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1232068221890
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232068230703
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232068256171
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1232068257843
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232068258875
