what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014201078
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014285390
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014291546
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014291562
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014291625
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014320750
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014405343
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014405343
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014405421
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014430437
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014466296
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014466296
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014466390
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014518921
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014525156
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014532671
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014564390
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014564390
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014564453
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014585406
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014593531
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014593531
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014593625
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014655234
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014664906
