what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017826375
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017827968
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017833078
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017844875
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017845859
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017889781
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017890218
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017890640
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017894718
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017895562
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017895562
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017895640
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017899703
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017901984
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017905515
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017908453
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017910250
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017913593
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017919375
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017921437
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232017925375
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232018015515
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232018016390
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232018019671
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232018024156
