what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.team.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.team.ui,1232066454218
started,bundle,org.eclipse.team.cvs.core,3.3.100.I20080605,org.eclipse.team.cvs.core,1232066454234
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1232066454265
started,bundle,org.eclipse.wst.common.frameworks,1.1.200.v200805140020,org.eclipse.wst.common.frameworks,1232066454281
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.1.v200807031821,org.eclipse.wst.common.project.facet.core,1232066454312
started,bundle,org.eclipse.jst.jsf.common,1.1.0.v20080605,org.eclipse.jst.jsf.common,1232066454328
started,bundle,org.eclipse.jst.jsf.core,1.1.100.v200808071446,org.eclipse.jst.jsf.core,1232066454343
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.1.v200807162242,org.eclipse.wst.ws.service.policy.ui,1232066454359
started,bundle,org.tigris.subversion.clientadapter,1.5.1,org.tigris.subversion.clientadapter,1232066454359
started,bundle,org.tigris.subversion.clientadapter.javahl,1.5.2,org.tigris.subversion.clientadapter.javahl,1232066454359
started,bundle,org.tigris.subversion.subclipse.core,1.4.3,org.tigris.subversion.subclipse.core,1232066454359
started,bundle,org.tigris.subversion.subclipse.ui,1.4.4,org.tigris.subversion.subclipse.ui,1232066454390
started,bundle,org.eclipse.pde.ui,3.4.0.v20080803-1700,org.eclipse.pde.ui,1232066454406
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1232066454421
started,bundle,com.soyatec.additional,2.6.0.20080627,com.soyatec.additional,1232066454421
started,bundle,com.soyatec.core,2.6.0.20080627,com.soyatec.core,1232066454468
started,bundle,com.soyatec.diagrams,2.6.0.20080627,com.soyatec.diagrams,1232066454484
started,bundle,org.eclipse.uml2.uml,2.2.1.v200808251630,org.eclipse.uml2.uml,1232066454515
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232066455390
started,bundle,org.eclipse.ecf.filetransfer,2.0.0.v20080611-1715,org.eclipse.ecf.filetransfer,1232066460031
started,bundle,org.eclipse.ecf.provider.filetransfer,2.0.0.v20080611-1715,org.eclipse.ecf.provider.filetransfer,1232066460140
started,bundle,org.eclipse.ecf.identity,2.0.0.v20080611-1715,org.eclipse.ecf.identity,1232066460140
started,bundle,org.eclipse.ecf,2.0.0.v20080611-1715,org.eclipse.ecf,1232066460312
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.0.0.v20080523-0001,org.eclipse.equinox.p2.extensionlocation,1232066464000
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.0.v20080529-1800,org.eclipse.equinox.p2.updatesite,1232066464015
