what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232015094375
started,bundle,org.eclipse.wst.dtd.core,1.1.200.v200805140200,org.eclipse.wst.dtd.core,1232015094671
started,bundle,org.eclipse.wst.sse.ui,1.1.1.v200808141919,org.eclipse.wst.sse.ui,1232015094718
started,bundle,org.eclipse.wst.html.ui,1.0.300.v200805152207,org.eclipse.wst.html.ui,1232015094718
started,bundle,org.eclipse.wst.wsdl.validation,1.1.302.v200807240215,org.eclipse.wst.wsdl.validation,1232015094843
started,bundle,org.eclipse.wst.xsd.core,1.1.301.v200807240448,org.eclipse.wst.xsd.core,1232015094859
started,bundle,org.eclipse.wst.xsl.core,0.5.0.v200808080616,org.eclipse.wst.xsl.core,1232015094890
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232015097046
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232015119328
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232015157578
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232015177281
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232015177640
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232015181000
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232015210468
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232015214812
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232015217062
started,bundle,org.eclipse.mylyn.ide.ant,3.0.0.v20080619-1900,org.eclipse.mylyn.ide.ant,1232015217109
started,bundle,org.eclipse.mylyn.java.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.java.ui,1232015217125
started,bundle,org.eclipse.mylyn.resources.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.resources.ui,1232015217140
started,bundle,org.eclipse.ui.navigator,3.3.100.I20080606-1300,org.eclipse.ui.navigator,1232015217296
started,bundle,org.eclipse.cdt.ui,5.0.0.200806171202,org.eclipse.cdt.ui,1232015217343
started,bundle,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.ui,1232015217375
started,bundle,org.eclipse.cdt.mylyn.ui,1.0.0.200806171202,org.eclipse.cdt.mylyn.ui,1232015217484
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232015217546
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232015220812
