what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014104296
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1232014107656
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232014115703
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014115796
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014118937
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014125140
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014127281
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1232014129312
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232014134859
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014134937
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014140734
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1232014142953
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232014148515
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014148593
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014153562
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1232014156890
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232014168015
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014168093
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014171046
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1232014174890
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232014178859
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014178937
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014180984
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014183718
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232014186656
