what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.0.0.v20080609-0850,org.eclipse.equinox.p2.artifact.repository,1232066465015
started,bundle,org.eclipse.equinox.p2.metadata.generator,1.0.0.v20080604,org.eclipse.equinox.p2.metadata.generator,1232066465046
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,1.0.0.v20080529-1225,org.eclipse.equinox.p2.touchpoint.eclipse,1232066579046
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232066761281
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.0.v20080605-1731,org.eclipse.equinox.p2.ui.sdk.update,1232066761421
started,bundle,org.eclipse.ltk.core.refactoring,3.4.0.v20080603-2000,org.eclipse.ltk.core.refactoring,1232066767453
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.0.v20080605-1800,org.eclipse.ltk.ui.refactoring,1232066767531
started,bundle,org.eclipse.gef,3.4.0.v20080526,org.eclipse.gef,1232066770593
started,bundle,org.eclipse.emf.edit,2.4.0.v200806091234,org.eclipse.emf.edit,1232066770687
started,bundle,org.eclipse.emf.ecore.edit,2.4.0.v200806091234,org.eclipse.emf.ecore.edit,1232066770953
started,bundle,org.eclipse.draw2d,3.4.0.v20080529,org.eclipse.draw2d,1232066772671
started,bundle,org.eclipse.emf.common.ui,2.4.0.v200806091234,org.eclipse.emf.common.ui,1232066773656
started,bundle,org.eclipse.emf.edit.ui,2.4.0.v200806091234,org.eclipse.emf.edit.ui,1232066773656
started,bundle,org.eclipse.uml2.uml.edit,2.2.0.v200805131030,org.eclipse.uml2.uml.edit,1232066774171
started,bundle,org.eclipse.uml2.common.edit,1.4.0.v200805131030,org.eclipse.uml2.common.edit,1232066777812
opened,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232066781484
started,bundle,org.eclipse.jst.common.project.facet.core,1.3.1.v200807031821,org.eclipse.jst.common.project.facet.core,1232066781953
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232066782218
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232066797609
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232066833921
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1232066834406
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.import,1232066834625
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232066857953
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232066872093
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232066882953
