what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.undo,1232020898843
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232020899906
closed,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232020899906
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232020901000
closed,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232020901000
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232020902312
closed,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232020902312
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232020905375
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232020906937
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232020909109
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232020912203
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232020916734
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232020926515
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232020931328
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232020935453
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232020936421
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232020936421
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232020936500
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232020968250
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232020972906
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232020991296
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232020997203
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232020998218
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021006750
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021012484
