what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1232069751718
closed,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232069751734
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232069759593
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232069759718
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1232069770281
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232069772671
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1232069790484
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1232069790984
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232069792796
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232069792953
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1232069800750
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232069802000
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232069802187
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1232069807515
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232069809015
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232069809234
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1232069812578
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1232069824625
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232069826343
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232069827703
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1232069829718
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232069834171
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1232069840812
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232069841890
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232069842093
