what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232022988453
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232022990484
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232022991562
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232022993500
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232023003031
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232023011109
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232023021687
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232023075656
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232023080390
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232023102406
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232023103750
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232023106578
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232023118796
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.undo,1232023135109
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.undo,1232023136500
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.undo,1232023137734
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.undo,1232023138937
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.undo,1232023147187
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.undo,1232023151031
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232023156859
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232023165687
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232023169468
started,bundle,org.eclipse.mylyn.ide.ant,3.0.0.v20080619-1900,org.eclipse.mylyn.ide.ant,1232023169593
started,bundle,org.eclipse.mylyn.java.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.java.ui,1232023169625
started,bundle,org.eclipse.mylyn.resources.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.resources.ui,1232023169640
