what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,org.eclipse.jst.server.websphere.core,1232019236875
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.305.v200805140145,org.eclipse.jst.server.generic.ui,1232019236890
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.305.v200805140145,org.eclipse.jst.server.generic.core,1232019237765
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.0.6.v200805152355,org.eclipse.datatools.connectivity.oda.template.ui,1232019237781
stopped,bundle,com.soyatec.edepend,3.2.0.20080627,com.soyatec.edepend,1232019237781
stopped,bundle,com.soyatec.project.diagram,1.5.0.20080627,com.soyatec.project.diagram,1232019237781
stopped,bundle,com.soyatec.project,1.5.0.20080627,com.soyatec.project,1232019237796
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080730_r341,org.eclipse.pde.api.tools.ui,1232019237812
stopped,bundle,com.soyatec.database,2.0.0.20080627,com.soyatec.database,1232019237812
stopped,bundle,com.soyatec.eemf,3.2.0.20080627,com.soyatec.eemf,1232019237812
stopped,bundle,com.soyatec.euml2,3.2.0.20080627,com.soyatec.euml2,1232019237812
stopped,bundle,com.soyatec.additional,2.6.0.20080627,com.soyatec.additional,1232019237812
stopped,bundle,com.soyatec.core,2.6.0.20080627,com.soyatec.core,1232019237812
