what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232025535484
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232025547640
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232025575046
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232025605562
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232025607093
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232025628421
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232025657984
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232025668281
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232025681703
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232025682812
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232025690796
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232025695671
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232025695718
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232025710703
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232025714218
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232025738656
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232025743468
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1232025751250
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232025769328
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232025778890
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.undo,1232025795656
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.undo,1232025804109
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232025841734
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232025856453
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232025859218
