what,kind,bundleId,bundleVersion,description,time
closed,view,com.soyatec.edepend,,com.soyatec.uml.std.external.DependencyView,1232021542859
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021545062
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021553468
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021559593
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021562343
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021593125
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021602437
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021605312
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021619437
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021623500
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021624906
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021627093
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021628437
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021630093
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021631500
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021632796
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021633875
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232021640078
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021648750
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232021658859
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232021685140
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.undo,1232021838906
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232022076359
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232022076359
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232022076437
