what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232013332265
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232013332609
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232013350140
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1232013361843
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232013365484
started,bundle,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui,1232013376656
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.1.v200807241900,org.eclipse.wst.jsdt.manipulation,1232013376953
started,bundle,org.eclipse.wst.jsdt.core,1.0.1.v200807302212,org.eclipse.wst.jsdt.core,1232013377765
started,bundle,org.eclipse.wst.jsdt.ui,1.0.1.v200808062201,org.eclipse.wst.jsdt.ui,1232013378187
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232013378625
executed,command,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.edit.text.java.rename.element,1232013378656
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232013390328
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232013393453
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232013395484
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232013404828
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.import,1232013404843
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232013408484
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1232013414468
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232013427687
opened,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232013440546
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232013440687
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232013441015
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1232013446921
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1232013476171
activated,editor,com.soyatec.euml2,,com.soyatec.uml.ClassDiagramEditor,1232013478281
